Код товара,Наименование товара,Псевдоним,Цена,Краткое описание,Полное описание,Title страницы,Усиленная дверная коробка B90,Изображение,Алюминиевый нащельник,Открывание,Цвет,Цвет иллюминатора,Наличник,Title Изображения,Ключевые слова,Свободный атрибут,Размер полотна,Мета-описание
dvernaya-ruchka-v23,Дверная ручка V23,dvernaya-ruchka-v23,925,Дверная ручка V23,"Наименование: Дверная ручка V23
Производитель: Китай
Цвет: Матовый никель, матовое золото, бронза",Дверная ручка V23,,__________________________V23.jpg,,,Бронза|Матовое золото|Матовый никель,,,Дверная ручка V23,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Купить дверную ручку V23
dvernaya-ruchka-v26,Дверная ручка V26,dvernaya-ruchka-v26,925,Дверная ручка V26,"Наименование: Дверная ручка V26
Производитель: Китай
Цвет: Матовый никель, матовое золото, бронза</span>",Дверная ручка V26,,__________________________V26.jpg,,,Бронза|Матовое золото|Матовый никель,,,Дверная ручка V26,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Купить дверную ручку V26
dvernaya-ruchka-v27,Дверная ручка V27,dvernaya-ruchka-v27,925,Дверная ручка V27,"Наименование: Дверная ручка V27
Производитель: Китай
Цвет: Матовый никель, матовое золото, бронза</span>",Дверная ручка V27,,__________________________V27.jpg,,,Бронза|Матовое золото|Матовый никель,,,Дверная ручка V27,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Купить дверную ручку V27
dvernaya-ruchka-v28,Дверная ручка V28,dvernaya-ruchka-v28,925,Дверная ручка V28,"Наименование: Дверная ручка V28
Производитель: Китай
Цвет: Матовый никель, бронза, черный никель/хром",Дверная ручка V28,,__________________________V28.jpg,,,Бронза|Матовый никель|Черный никель/хром,,,Дверная ручка V28,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Купить дверную ручку V28
dvernaya-ruchka-v29,Дверная ручка V29,dvernaya-ruchka-v29,925,Дверная ручка V29,"Наименование: Дверная ручка V29
Производитель: Китай
Цвет: Матовый хром",Дверная ручка V29,,__________________________V29.jpg,,,Матовый хром,,,Дверная ручка V29,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V29
dvernaya-ruchka-v30,Дверная ручка V30,dvernaya-ruchka-v30,925,Дверная ручка V30,"Наименование: Дверная ручка V30
Производитель: Китай
Цвет: Хром/белая керамика, состаренная бронза/состаренная керамика, состаренное серебро/состаренная керамика</span>",Дверная ручка V30,,__________________________V30.jpg,,,Сост. серебро/сост. керамика|Сост. бронза/сост. керамика|Хром/белая керамика,,,Дверная ручка V30,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V30
dvernaya-ruchka-v31,Дверная ручка V31,dvernaya-ruchka-v31,945,Дверная ручка V31,"Наименование: Дверная ручка V31
Производитель: Китай
Цвет: Хром/белая керамика, состаренная бронза/состаренная керамика, состаренное серебро/состаренная керамика",Дверная ручка V31,,__________________________V31.jpg,,,Сост. серебро/сост. керамика|Сост. бронза/сост. керамика|Хром/белая керамика,,,Дверная ручка V31,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V31
dvernaya-ruchka-v32,Дверная ручка V32,dvernaya-ruchka-v32,945,Дверная ручка V32,"Наименование: Дверная ручка V32
Производитель: Китай
Цвет: Матовая бронза, состаренная бронза, состаренное серебро",Дверная ручка V32,,__________________________V32.jpg,,,Состаренное серебро|Состаренная бронза|Матовая бронза,,,Дверная ручка V32,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V32
dvernaya-ruchka-v33,Дверная ручка V33,dvernaya-ruchka-v33,945,Дверная ручка V33,"Наименование: Дверная ручка V33
Производитель: Китай
Цвет: Хром, матовая бронза, состаренная бронза, состаренное серебро</span>",Дверная ручка V33,,__________________________V33.jpg,,,Хром|Состаренное серебро|Состаренная бронза|Матовая бронза,,,Дверная ручка V33,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V33
dvernaya-ruchka-v40,Дверная ручка V40,dvernaya-ruchka-v40,925,Дверная ручка V40,"Наименование: Дверная ручка V40
Производитель: Китай
Цвет: Матовый никель",Дверная ручка V40,,__________________________V40.jpg,,,Матовый никель,,,Дверная ручка V40,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V40
dvernaya-ruchka-v57,Дверная ручка V57,dvernaya-ruchka-v57,925,Дверная ручка V57,"Наименование: Дверная ручка V57
Производитель: Китай
Цвет: Матовое золото, бронза, матовый никель",Дверная ручка V57,,__________________________V57.jpg,,,Матовый никель|Бронза|Матовое золото,,,Дверная ручка V57,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V57
dvernaya-ruchka-v64,Дверная ручка V64,dvernaya-ruchka-v64,925,Дверная ручка V64,"Наименование: Дверная ручка V64
Производитель: Китай
Цвет: Матовое золото, бронза, матовый никель, медь</span>",Дверная ручка V64,,__________________________V64.jpg,,,Медь|Матовый никель|Бронза|Матовое золото,,,Дверная ручка V64,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V64
dvernaya-ruchka-v01,Дверная ручка V01,dvernaya-ruchka-v01,945,Дверная ручка V01,"Наименование: Дверная ручка V01
Производитель: Китай
Цвет: Черный с патиной, матовый никель",Дверная ручка V01,,__________________________V01.jpg,,,Матовый никель|Черный с патиной,,,Дверная ручка V01,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V01
dvernaya-ruchka-v02,Дверная ручка V02,dvernaya-ruchka-v02,945,Дверная ручка V02,"Наименование: Дверная ручка V02
Производитель: Китай
Цвет: Матовый никель",Дверная ручка V02,,__________________________V02.jpg,,,Матовый никель,,,Дверная ручка V02,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V02
dvernaya-ruchka-v03,Дверная ручка V03,dvernaya-ruchka-v03,945,Дверная ручка V03,"Наименование: Дверная ручка V03
Производитель: Китай
Цвет: Матовый никель",Дверная ручка V03,,__________________________V03.jpg,,,Матовый никель,,,Дверная ручка V03,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V03
dvernaya-ruchka-v04,Дверная ручка V04,dvernaya-ruchka-v04,945,Дверная ручка V04,"Наименование: Дверная ручка V04
Производитель: Китай
Цвет: Матовый никель",Дверная ручка V04,,__________________________V04.jpg,,,Матовый никель,,,Дверная ручка V04,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V04
dvernaya-ruchka-v05,Дверная ручка V05,dvernaya-ruchka-v05,945,Дверная ручка V05,"Наименование: Дверная ручка V05
Производитель: Китай
Цвет: Черный никель/хром, матовый никель
",Дверная ручка V05,,__________________________V05.jpg,,,Матовый никель|Черный никель/хром,,,Дверная ручка V05,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V05
dvernaya-ruchka-v06,Дверная ручка V06,dvernaya-ruchka-v06,945,Дверная ручка V06,"Наименование: Дверная ручка V06
Производитель: Китай
Цвет: Матовый никель</span>",Дверная ручка V06,,__________________________V06.jpg,,,Матовый никель,,,Дверная ручка V06,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V06
dvernaya-ruchka-v08,Дверная ручка V08,dvernaya-ruchka-v08,945,Дверная ручка V08,"Наименование: Дверная ручка V08
Производитель: Китай
Цвет: Матовый никель</span>",Дверная ручка V08,,__________________________V08.jpg,,,Матовый никель,,,Дверная ручка V08,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V08
dvernaya-ruchka-v53,Дверная ручка V53,dvernaya-ruchka-v53,945,Дверная ручка V53,"Наименование: Дверная ручка V53
Производитель: Китай
Цвет: Бронза, матовый никель</span>",Дверная ручка V53,,__________________________V53.jpg,,,Матовый никель|Бронза,,,Дверная ручка V53,"Купить ручку для межкомнатных дверей, купить межкомнатную ручку, купить красивую ручку для двери, ручки для дверей оптом, ручки для объектов, строительная ручка для двери, ручка для туалетной двери, ручка в зал, фурнитура оптом",,,Дверная ручка V53
ruchka-skoba-ph-25-25-300-inox-f,Ручка-скоба PH-25-25/300-INOX Fuaro,ruchka-skoba-ph-25-25-300-inox-fuaro,2370,Ручка-скоба PH-25-25/300-INOX Fuaro,"Наименование: Ручка-скоба PH-25-25/300-INOX Fuaro
Производитель: Fuaro
Цвет: Матовая нержавеющая сталь",Ручка-скоба PH-25-25/300-INOX Fuaro,,__________-___________PH-25-25-1.jpg,,,Нержавеющая сталь,,,Ручка-скоба PH-25-25/300-INOX Fuaro,"Ручка-скоба PH-25-25/300-INOX Fuaro, купить ручки скобы из нержавеющей стали, ручки для маятниковых дверей",,,Купить ручку-скобу PH-25-25/300-INOX Fuaro
3.2.Дверные петли,,,,,,,,petli.jpg,,,,,,,,,,
petlya-bez-vrezki,Петли универсальные без врезки,petlya-bez-vrezki,160,"Петли универсальные без врезки
комплект/2 шт.","Наименование: Петли универсальные без врезки
Производитель: Китай
Цвет: Хром, латунь, бронза, белый, черный",Петли универсальные без врезки,,__________________________________________________________________.jpg|____________________________________________________________________.png|_________________________________________________________.jpg|______________________________________________________________________1.jpg|______________________________________________________________________2.jpg,,,Черный|Серый|Бронза|Латунь|Хром,,,Петли универсальные без врезки хром|Петли универсальные без врезки белые|Петли универсальные без врезки черные|Петли универсальные без врезки бронза|Петли универсальные без врезки латунь,"Купить петли для дверей, купить петли без врезки, купить петли не врезные, не врезные петли, петли без врезки",,,Купить петли универсальные без врезки
petlya-bez-vrezki-nerzha,Петли универсальные без врезки из нержавеющей стали,petlya-bez-vrezki-nerzha,350,Петли универсальные без врезки из нержавеющей стали,"Наименование: Петли универсальные без врезки из нержавеющей стали
Производитель: HAFELE
Цвет: Нержавеющая сталь</span>",Петли универсальные без врезки из нержавеющей стали,,________________________________________________________________________________________________.jpg,,,Нержавеющая сталь,,,Петли универсальные без врезки из нержавеющей стали,"Купить петли для дверей, купить петли без врезки, купить петли не врезные, не врезные петли, петли без врезки, накладные петли из нержавеющей стали",,,Купить петли универсальные без врезки из нержавеющей стали
petlya-mayatnikovaya-das-ss-201-,Петля маятниковая DAS SS 201-5 из нержавеющей стали,petlya-mayatnikovaya-das-ss-201-5,1100,Петля маятниковая DAS SS 201-5 из нержавеющей стали,"Наименование: Петля маятниковая DAS SS 201-5 из нержавеющей стали
Производитель: Armadillo 
Цвет: Хром",Петля маятниковая DAS SS 201-5 из нержавеющей стали,,__________________________________DAS_SS_201-5_______________________________________.jpg,,,Бронза|Латунь|Хром,,,Петля маятниковая DAS SS 201-5 из нержавеющей стали,"Купить петли для дверей, купить маятниковые петли, барные петли купить, купить петли для маятниковых дверей, купить барные петли",,,Купить петли маятниковые
petlya-skrytye-agb-40-kg,Петли скрытые AGB (40 кг),petlya-skrytye-agb-40-kg,1728,Петли скрытые AGB (40 кг),"Наименование: Петли скрытые AGB (40 кг)
Производитель: AGB (Италия)
Цвет: Хром",Петли скрытые AGB (40 кг),,__________________________AGB__40______.jpg,,,,,,Петли скрытые AGB (40 кг),"Купить скрытые петли, купить петли для дверей скрытые, Петли скрытые AGB, петли AGB, петли Италия, скрытые петли Италия",,,Купить петли скрытые AGB
3.3.Накладки на цилиндр,,,,,,,,nakladki.png,,,,,,,,,,
nakladka-na-cylindr-etd,Накладка на цилиндр ETD,nakladka-na-cylindr-etd,260,Накладка на цилиндр ETD,"Наименование: Накладка на цилиндр ETD
Производитель: Китай
Цвет: Матовое золото, бронза, матовый никель, матовый хром",Накладка на цилиндр ETD,,_____________________________________ETD.jpg,,,Матовый хром|Матовый никель|Бронза|Матовое золото,,,Накладка на цилиндр ETD,"Купить накладку на цилиндр, накладка на цилиндр для межкомнатной двери, купить накладку на личинку для двери, накладка для двери на цилиндр",,,Купить накладку на цилиндр
nakladka-na-cylindr-et02,Накладка на цилиндр ET02,nakladka-na-cylindr-et02,260,Накладка квадратная на цилиндр ET02,"Наименование: Накладка квадратная на цилиндр ET02
Производитель: Китай
Цвет: Хром, черный с патиной, черный никель/хром, матовый никель",Накладка на цилиндр ET02,,_____________________________________ET02.jpg,,,Матовый никель|Черный никель/хром|Черный с патиной|Хром,,,Накладка на цилиндр ET02,"Купить квадратную накладку на цилиндр, накладка на цилиндр для межкомнатной двери, купить накладку на личинку для двери, накладка для двери на цилиндр",,,Купить накладку на цилиндр
nakladka-na-cylindr-et15m,Накладка на цилиндр ET15M,nakladka-na-cylindr-et15m,260,Накладка квадратная на цилиндр ET15M,"Наименование: Накладка квадратная на цилиндр ET15M
Производитель: Китай
Цвет: Кофе, матовая бронза",Накладка на цилиндр ET15M,,_____________________________________ET15M.jpg,,,Матовая бронза|Кофе,,,Накладка на цилиндр ET15M,"Купить квадратную накладку на цилиндр, накладка на цилиндр для межкомнатной двери, купить накладку на личинку для двери, накладка для двери на цилиндр",,,Купить накладку на цилиндр
nakladka-na-cylindr-et10,Накладка на цилиндр ET10,nakladka-na-cylindr-et10,260,Накладка на цилиндр ET10,"Наименование: Накладка на цилиндр ET10
Производитель: Китай
Цвет: Кофе, матовая бронза, белый/золото",Накладка на цилиндр ET10,,_____________________________________ET10.jpg,,,Белый/золото|Матовая бронза|Кофе,,,Накладка на цилиндр ET10,"Купить накладку на цилиндр, накладка на цилиндр для межкомнатной двери, купить накладку на личинку для двери, накладка для двери на цилиндр",,,Купить накладку на цилиндр
3.4.Цилиндры,,,,,,,,cilindry.jpg,,,,,,,,,,
cilindr-30-30-kluch-kluch,Цилиндр сечение 30х30 ключ/ключ,cilindr-30-30-kluch-kluch,310,Цилиндр сечение 30х30 ключ/ключ,"Наименование: Цилиндр сечение 30х30 ключ/ключ
Производитель: Китай
Цвет: Матовый никель, матовое золото, бронза, хром
",Цилиндр сечение 30х30 ключ/ключ,,______________________________30__30_________.jpg,,,Бронза|Матовое золото|Матовый никель|Хром,,,Цилиндр сечение 30х30 ключ/ключ,"Купить цилиндр ключ ключ для двери, ключ ключ, цилиндр 30х30, купить цилиндр для межкомнатной двери, цилиндр для кабинета, кабинетный замок, личинка для двери, купить ключ ключ для двери 60 мм",,,Купить цилиндр сечением 30х30 ключ/ключ
cilindr-30-30-kluch-povorotnik,Цилиндр сечение 30х30 ключ/поворотник,cilindr-30-30-kluch-povorotnik,395,Цилиндр сечение 30х30 ключ/поворотник,"Наименование: Цилиндр сечение 30х30 ключ/поворотник
Производитель: Китай
Цвет: Матовый никель, матовое золото, бронза, хром</span>",Цилиндр сечение 30х30 ключ/поворотник,,______________________________30__30_____________________.jpg,,,Бронза|Хром|Матовое золото|Матовый никель,,,Цилиндр сечение 30х30 ключ/поворотник,"Купить цилиндр для двери ключ/вертушка, купить поворотник для двери, купить цилиндр для двери, ключ вертушка для двери в кабинет, ключ вертушка для двери купить",,,Купить цилиндр сечением 30х30 ключ/поворотник
3.5.Автоматические пороги,,,,,,,,auto-porog.png,,,,,,,,,,
3.6.Ригеля,,,,,,,,rigelya.jpg,,,,,,,,,,
rigel-lx-140-pb,Ригель LX140РB - латунь,rigel-lx-140-pb,150,Ригель LX140РB - латунь,"Наименование: Ригель LX140РB - латунь
Производитель: Китай
Цвет: Латунь

Описание: Ригель - является неотъемлимой частью полуторных и двухстворчатых дверей. Ригель или по другому - шпингалет, устанавливается в торец ответного дверного полотна для фиксации в пол и дверную коробку. На один дверной блок требуется комплект из двух ригелей.

Дополнительные материалы:
<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a>",Ригель LX140РB - латунь,,eb17c21ab663d7a89db0ee252358b707.png,,,,,,Ригель LX140РB - латунь,"Купить ригель LX140РB - латунь, торцевой шпингалет для дверей, купить торцевой шпингалет для двери, купить ригель для двери оптом, шпингалеты оптом",,,Купить ригель LX140РB - латунь
rigel-lx-140-cp,Ригель LX140СР - хром,rigel-lx-140-cp,150,Ригель LX140СР - хром,"Наименование: Ригель LX140СР - хром
Производитель: Китай
Цвет: Хром

Описание: Ригель - является неотъемлимой частью полуторных и двухстворчатых дверей. Ригель или по другому - шпингалет, устанавливается в торец ответного дверного полотна для фиксации в пол и дверную коробку. На один дверной блок требуется комплект из двух ригелей.

Дополнительные материалы:
<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"" style=""color: #883eba; text-decoration: underline;"">Фурнитура - Китай или Италия?</a>",Ригель LX140СР - хром,,00573847.jpg,,,,,,Ригель LX140СР - хром,"Купить ригель LX140СР - хром, торцевой шпингалет для дверей, купить торцевой шпингалет для двери, купить ригель для двери оптом, шпингалеты оптом",,,Купить ригель LX140СР - хром
rigel-lx-160-cp,Ригель LX160СР - хром,rigel-lx-160-cp,150,Ригель LX160СР - хром,"Наименование: Ригель LX160СР - хром
Производитель: Китай
Цвет: Хром
Описание: Ригель - является неотъемлимой частью полуторных и двухстворчатых дверей. Ригель или по другому - шпингалет, устанавливается в торец ответного дверного полотна для фиксации в пол и дверную коробку. На один дверной блок требуется комплект из двух ригелей.
 
<span style=""text-decoration: underline;"">Дополнительные материалы:</span>
<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"" style=""color: #883eba; text-decoration: underline;"">Фурнитура - Китай или Италия?</a>",Ригель LX160СР - хром,,original.jpg,,,,,,Ригель LX160СР - хром,"Купить ригель LX160СР - хром, торцевой шпингалет для дверей, купить торцевой шпингалет для двери, купить ригель для двери оптом, шпингалеты оптом",,,Купить ригель LX160СР - хром
3.7.Замки,,,,,,,,zamki.jpg,,,,,,,,,,
mehanizm-zamka-magnitniy-pod-cil,Механизм замка магнитный под цилиндр,mehanizm-zamka-magnitniy-pod-cilindr,365,Механизм замка магнитный под цилиндр,"Наименование: Механизм замка магнитный под цилиндр
Производитель: Китай
Цвет: Хром, латунь

Описание: Механизм замка магнитный под цилиндр устанавливается на межкомнатные и технические двери. Данный замок по другому называется бесшумный. Такое название механизм получил благодаря своему конструктиву из магнитного язычка и магнитной ответной планки, при состыковке которых язычок выпадает. В открытом положении двери язычок замка находится внутри механизма и при запирании не сталкивается с торцом полотна и не создает звука от удара. Механизм предназначен для установки в него цилиндра ключ/ключ или ключ/вертушки с соответствующими размерами.

Дополнительные материалы:

<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a>
<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><span style=""text-decoration: underline;""><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html"">Виды замков для межкомнатных дверей</a>

",Механизм замка магнитный под цилиндр,,4854-magnitnaya-zaschelka-s-fiksatorom-90-mm-laredo-m85090-matovyy-nikelhrom.191x210w11.jpg,,,Латунь|Хром,,,Механизм замка магнитный под цилиндр,"Купить механизм замка магнитный под цилиндр, замок под цилиндр, магнитный замок, магнитная защелка, защелка для двери, магнитная защелка для двери, межкомнатный магнитный замок",,,Купить механизм замка магнитный под цилиндр
mehanizm-zamka-magnitniy-pod-fik,Механизм замка магнитный под фиксатор,mehanizm-zamka-magnitniy-pod-fiksator,365,Механизм замка магнитный под фиксатор,"Наименование: Механизм замка магнитный под фиксатор
Производитель: Китай
Цвет: Хром, латунь

Описание: Механизм замка магнитный под фиксатор устанавливается на межкомнатные и технические двери. Данный замок по другому называется бесшумный. Такое название механизм получил благодаря своему конструктиву из магнитного язычка и магнитной ответной планки, при состыковке которых язычок выпадает. В открытом положении двери язычок замка находится внутри механизма и при запирании не сталкивается с торцом полотна и не создает звука от удара. Механизм предназначен для установки сантехнического поворотника.

Дополнительные материалы:

<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a>
<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><span style=""text-decoration: underline;""><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html"">Виды замков для межкомнатных дверей</a>
",Механизм замка магнитный под фиксатор,,b9e0a36606bdab1ba570928d5a9bce3d.jpg,,,Латунь|Хром,,,Механизм замка магнитный под фиксатор,"Купить механизм замка магнитный под защелку, замок под сантехническую завертку, магнитный замок, магнитная защелка, защелка для двери, магнитная защелка для двери, межкомнатный магнитный замок, магнитный замок в туалет",,,Купить механизм замка магнитный под фиксатор
mehanizm-zamka-pod-cilindr-p85,Механизм замка под цилиндр с пластиковым язычком P85,mehanizm-zamka-pod-cilindr-p85,385,Механизм замка под цилиндр с пластиковым язычком P85,"Наименование: Механизм замка под цилиндр с пластиковым язычком P85
Производитель: Китай
Цвет: Матовое золото, матовый никель, бронза

Описание: Механизм замка под цилиндр с пластиковым язычком P85 устанавливается на межкомнатные и технические двери. В отличии от своего предшественника с магнитным язычком, имеет пластиковый язычок. Для чего же он нужен? Все привыкли к металлическим язычкам, но они достаточно травмоопасны, особенно если устанавливаются в детские сады и школы, ведь при открытом положении двери язычок торчит. Пластиковым язычком нельзя повредиться ни взрослому, ни ребенку. Данный замок не бесшумный, но безопасный. Механизм предназначен для установки в него цилиндра ключ/ключ или ключ/вертушки с соответствующими размерами.

Дополнительные материалы:

<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a>
<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><span style=""text-decoration: underline;""><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html"">Виды замков для межкомнатных дверей</a>
",Механизм замка под цилиндр с пластиковым язычком P85,,z403pm3bp35km0dai39knp0x2w17mdqn.jpg,,,Матовое золото|Матовый никель|Бронза,,,Механизм замка под цилиндр с пластиковым язычком P85,"под, механизм, замки, пластиковым, китай, язычком, p85, замка, с, цилиндр",,,Купить механизм замка под цилиндр с пластиковым язычком P85
mehanizm-zamka-pod-fiksator-p96,Механизм замка под фиксатор с пластиковым язычком P96,mehanizm-zamka-pod-fiksator-p96,365,Механизм замка под фиксатор с пластиковым язычком P96,"Наименование: Механизм замка под фиксатор с пластиковым язычком P96
Производитель: Китай
Цвет: Матовое золото, матовый никель, бронза

Описание: Механизм замка под фиксатор с пластиковым язычком P96 устанавливается на межкомнатные и технические двери. В отличии от своего предшественника с магнитным язычком, имеет пластиковый язычок. Для чего же он нужен? Все привыкли к металлическим язычкам, но они достаточно травмоопасны, особенно если устанавливаются в детские сады и школы, ведь при открытом положении двери язычок торчит. Пластиковым язычком нельзя повредиться ни взрослому, ни ребенку. Данный замок не бесшумный, но безопасный. Механизм предназначен для установки сантехнического поворотника.

<span style=""text-decoration: underline;"">Дополнительные материалы:</span>

<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a>
<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><span style=""text-decoration: underline;""><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html"">Виды замков для межкомнатных дверей</a>
",Механизм замка под фиксатор с пластиковым язычком P96,,dvernye_zamki.png,,,Бронза|Матовый никель|Матовое золото,,,Механизм замка под фиксатор с пластиковым язычком P96,"с, под, язычком, пластиковым, p96, замки, механизм, фиксатор, замка, китай",,,Купить механизм замка под фиксатор с пластиковым язычком P96
mehanizm-zamka-mehanicheskiy-pod,Механизм замка механический под цилиндр,mehanizm-zamka-mehanicheskiy-pod-cilindr,385,Механизм замка механический под цилиндр,"Наименование: Механизм замка механический под цилиндр
Производитель: Китай
Цвет: Хром, латунь, бронза

Описание: Механизм замка механический под цилиндр устанавливается на технические и межкомнатные двери. Механизм предназначен для установки в него цилиндра ключ/ключ или ключ/вертушки с соответствующими размерами.

Дополнительные материалы:

<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a>
<span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><span style=""text-decoration: underline;""><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html"">Виды замков для межкомнатных дверей</a>

",Механизм замка механический под цилиндр,,L1885SN-1200x800.jpg,,,Бронза|Латунь|Хром,,,Механизм замка механический под цилиндр,"Купить механизм замка механический под цилиндр, замок под цилиндр, механический замок, механическая защелка, защелка для двери, механическая защелка для двери, межкомнатный механический замок",,,Купить механизм замка механический под цилиндр
